Display Name;Salutation;Last Name;First Name;Display Bio;Begin Date;End Date
Katrine Malinovsky;k;Malinovsky;Katrine;1976;1976;0
Vibeke Mejlvang;k;Mejlvang;Vibeke;1976;1976;0
Asef Mufeed;m;Mufeed;Asef;1976;1976;0
Jacob Aue Sobol;m;Sobol;Jacob Aue;1976;1976;0
Daniel Svarre;m;Svarre;Daniel;1976;1976;0
Alen Aligrudic;m;Aligrudic;Alen;1977;1977;0
Zven Balslev;m;Balslev;Zven;1977;1977;0
Jacob Borges;m;Borges;Jacob;1977;1977;0
Jesper Carlsen;m;Carlsen;Jesper;1977;1977;0
Lea-Mi Engholm;k;Engholm;Lea-Mi;-1977;1977;0
Anne Haaning;k;Haaning;Anne;1977;1977;0
Asmund Havsteen-Mikkelsen;m;Havsteen-Mikkelsen;Asmund;1977;1977;0
Jeanette Hillig;k;Hillig;Jeanette;1977;1977;0
Stine Marie Jacobsen;k;Jacobsen;Stine;1977;1977;0
Mette Juul;k;Juul;Mette;1977;1977;0
Ferdinand Ahm Krag;m;Krag;Ferdinand Ahm;1977;1977;0
Kaspar Oppen Samuelsen;m;Samuelsen;Kaspar;1977;1977;0
Jonas Hvid Søndergaard;m;Søndergaard;Jonas Hvid;1977;1977;0
Lars Worm;m;Worm;Lars;1977;1977;0
Rikke Borg-Lauritsen;k;Borg-Lauritsen;Rikke;1978;1978;0
Pernille Braun;k;Braun;Pernille;1978;1978;0
Peter Rune Christiansen;m;Christiansen;Peter Rune;1978;1978;0
Anders Clausen;m;Clausen;Anders;1978;1978;0
Thilo Frank;m;Frank;Thilo;1978;1978;0
Lasse Schmidt Hansen;m;Hansen;Lasse;1978;1978;0
Emil Westman Hertz;m;Hertz;Emil;1978;1978;0
Ingen Frygt;k;Ingen Frygt;;;1978;0
Adam Jeppesen;m;Jeppesen;Adam;1978;1978;0
Kaori Juzu;k;Juzu;Kaori;1978;1978;0
Heine Kjærgaard Klausen;m;Klausen;Heine Kjærgaard;1978;1978;0
Anne Lass;k;Lass;Anne;1978;1978;0
Mikael Mørkholt;m;Mørkholt;Mikael;-1978;1978;0
Magrethe Odgaard;K;Odgaard;Magrethe;-1978;1978;0
Allan Otte;m;Otte;Allan;1978;1978;0
Rolf Munck Petersen;m;Petersen;Rolf Munck;1978;1978;0
June Pilaiporn Pethrith;k;Pethrith;June Pilaiporn;1978;1978;0
Marie Retpen;k;Retpen;Marie;1978;1978;0
Torben Ribe;m;Ribe;Torben;1978;1978;0
Emil Alsbo;m;Alsbo;Emil;1979;1979;0
Christoffer Munch Andersen;m;Andersen;Christoffer Munch;-1979;1979;0
Augusta Atla;k;Atla;Augusta;1979;1979;0
Eva Louise Buus;k;Buus;Eva Louise;1979;1979;0
Lotte Fløe Christensen;k;Christensen;Lotte;1979;1979;0
Morten Emil Engel;m;Engel;Morten Emil;1979;1979;0
Søren Thilo Funder;m;Funder;Søren;1979;1979;0
Stine Goya;k;Goya;Stine;1979;1979;0
Gudrun Hasle;k;Hasle;Gudrun;1979;1979;0
Marie T. Hermann;k;Hermann;Marie;1979;1979;0
Morten Ernlund Jørgensen;m;Jørgensen;Morten Ernlund;1979;1979;0
Anne Sofie Madsen;k;Madsen;Anne Sofie;1979;1979;0
Troels Sandegård;m;Sandegård;Troels;1979;1979;0
Jane Jin Kaisen;k;Kaisen;Jane;-1980;1980;0
Ida Kvetny;k;Kvetny;Ida;1980;1980;0
Morten Skrøder Lund;m;Lund;Morten;1980;1980;0
Mie Mørkeberg;k;Mørkeberg;Mie;1980;1980;0
Anne Skole Overgaard;k;Overgaard;Anne;1980;1980;0
Valérie Collart;K;Collart;Valérie;-1981;1981;0
Rasmus Bækkel Fex;m;Fex;Rasmus;-1981;1981;0
Silas Inoue;m;Inoue;Silas;1981;1981;0
Marie Kølbæk Iversen;k;Iversen;Marie Kølbæk;1981;1981;0
Marie Søndergaard Lolk;k;Lolk;Marie Søndergaard;1981;1981;0
Lea Porsager;k;Porsager;Lea;1981;1981;0
Tove Storch;k;Storch;Tove;1981;1981;0
Theis Wendt;m;Wendt;Theis;1981;1981;0
Ditte Ejlerskov;k;Ejlerskov;Ditte;1982;1982;0
Simon Lindhardt;m;Lindhardt;Simon;1982;1982;0
Rasmus Høj Mygind;m;Mygind;Rasmus;1982;1982;0
Peter Olsen;m;Olsen;Peter;1982;1982;0
Krista Rosenkilde;k;Rosenkilde;Krista;1982;1982;0
Johan Rosenmunthe;m;Rosenmunthe;Johan;1982;1982;0
Ditte Knus Tønnesen;k;Tønnesen;Ditte;1982;1982;0
Ester Fleckner;K;Fleckner;Ester;-1983;1983;0
Absalon Windeløv Kirkeby;m;Kirkeby;Absalon Windeløv;1983;1983;0
Alexander Tovborg;m;Tovborg;Alexander;1983;1983;0
Malene Kastalje;k;Kastalje;Malene;1984;1984;0
Anders Reventlov Larsen;m;Larsen;Anders;1984;1984;0
Nanna Abell;k;Abell;Nanna;-1985;1985;0
Claus Frederiksen (CLAF);m;Frederiksen;Claus;1985;1985;0
Stense Andrea Lind-Valdan;K;Lind-Valdan;Stense Andrea;-1985;1985;0
Louise Grønlykke;k;Grønlykke;Louise;1990;1990;0
